------------------||App started||08.07.2020 20:52:32||-----------------terrain generation: 50;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 2213;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 4;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 32;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||08.07.2020 20:53:10||-----------------terrain generation: 59;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 2259;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 47451;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 26;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
